number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
383,0.253809456495915,2026-05-10 16:00:19.477143,2026-05-10 16:01:02.622674,0 days 00:00:43.145531,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
384,-0.346336822181109,2026-05-10 16:01:02.649106,2026-05-10 16:01:03.161746,0 days 00:00:00.512640,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
385,0.10271692877879005,2026-05-10 16:01:03.184177,2026-05-10 16:04:54.583688,0 days 00:03:51.399511,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
386,-0.3723213434603781,2026-05-10 16:04:54.609076,2026-05-10 16:06:20.744574,0 days 00:01:26.135498,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.6,10,0.65,-0.014543870308199702,0.1693580014051455,0.7155549463043568,0.1839018717133452,,COMPLETE
387,0.23600682753086547,2026-05-10 16:06:20.771547,2026-05-10 16:07:05.256259,0 days 00:00:44.484712,0,NORMAL,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
388,0.2562357572092484,2026-05-10 16:07:05.279954,2026-05-10 16:07:49.642806,0 days 00:00:44.362852,1,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
389,-0.13784506782235117,2026-05-10 16:07:49.665186,2026-05-10 16:08:51.281023,0 days 00:01:01.615837,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
390,0.26788450131711183,2026-05-10 16:08:51.319905,2026-05-10 16:09:34.617967,0 days 00:00:43.298062,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,,,,,,PRUNED
391,-0.346336822181109,2026-05-10 16:09:34.657948,2026-05-10 16:09:35.189748,0 days 00:00:00.531800,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
392,0.10721266990936293,2026-05-10 16:09:35.213157,2026-05-10 16:10:01.430811,0 days 00:00:26.217654,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
393,0.21155646865442693,2026-05-10 16:10:01.457510,2026-05-10 16:10:51.605922,0 days 00:00:50.148412,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
394,0.1281260323920084,2026-05-10 16:10:51.627259,2026-05-10 16:12:12.225973,0 days 00:01:20.598714,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.6,5,0.65,,,,,,PRUNED
395,-0.346336822181109,2026-05-10 16:12:12.248728,2026-05-10 16:12:12.757893,0 days 00:00:00.509165,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
396,-0.346336822181109,2026-05-10 16:12:12.782862,2026-05-10 16:12:13.301778,0 days 00:00:00.518916,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
397,-0.346336822181109,2026-05-10 16:12:13.324798,2026-05-10 16:12:12.937288,-1 days +23:59:59.612490,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
398,-0.346336822181109,2026-05-10 16:12:12.959560,2026-05-10 16:12:13.460672,0 days 00:00:00.501112,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
399,-0.346336822181109,2026-05-10 16:12:13.483838,2026-05-10 16:12:14.045474,0 days 00:00:00.561636,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
400,0.020254363977835976,2026-05-10 16:12:14.090287,2026-05-10 16:13:38.574444,0 days 00:01:24.484157,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.5,5,0.65,,,,,,PRUNED
401,-0.346336822181109,2026-05-10 16:13:38.596994,2026-05-10 16:13:39.168270,0 days 00:00:00.571276,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
402,-0.346336822181109,2026-05-10 16:13:39.190498,2026-05-10 16:13:39.763008,0 days 00:00:00.572510,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
403,0.24243479441647123,2026-05-10 16:13:39.785981,2026-05-10 16:14:22.840894,0 days 00:00:43.054913,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,,,,,,PRUNED
404,-0.10524885151770166,2026-05-10 16:14:22.863038,2026-05-10 16:15:06.269544,0 days 00:00:43.406506,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
405,-0.3566861573350583,2026-05-10 16:15:06.292473,2026-05-10 16:17:30.573165,0 days 00:02:24.280692,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.6,0.08,12,0.5,10,0.65,-0.018621510954896454,0.14732895743753333,0.6761292927603237,0.16595046839242977,,COMPLETE
406,0.11413862087209384,2026-05-10 16:17:30.597087,2026-05-10 16:18:11.377816,0 days 00:00:40.780729,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,20,0.65,,,,,,PRUNED
407,0.257161384156647,2026-05-10 16:18:11.399602,2026-05-10 16:18:53.546709,0 days 00:00:42.147107,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
408,0.10902955572031942,2026-05-10 16:18:53.567301,2026-05-10 16:21:00.816360,0 days 00:02:07.249059,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
409,-0.3742559162124672,2026-05-10 16:21:00.841440,2026-05-10 16:22:16.639856,0 days 00:01:15.798416,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.3,0.08,12,0.5,10,0.65,-0.043564208735989575,0.15826217041511106,0.6613834149529552,0.20182637915110063,,COMPLETE
410,-9999.0,2026-05-10 16:22:16.664308,2026-05-10 16:22:16.979206,0 days 00:00:00.314898,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
411,-0.0723110542375193,2026-05-10 16:22:17.002402,2026-05-10 16:23:04.823359,0 days 00:00:47.820957,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
412,-0.36410565695602826,2026-05-10 16:23:04.847739,2026-05-10 16:24:20.361503,0 days 00:01:15.513764,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.02602621452456125,0.1382014769490349,0.676158884862934,0.16422769147359614,,COMPLETE
413,0.2501276057481162,2026-05-10 16:24:20.384383,2026-05-10 16:25:03.845207,0 days 00:00:43.460824,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.65,,,,,,PRUNED
414,0.23859684459966576,2026-05-10 16:25:03.868324,2026-05-10 16:25:46.820406,0 days 00:00:42.952082,2,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
415,-0.37636051741717,2026-05-10 16:25:46.847249,2026-05-10 16:27:07.926748,0 days 00:01:21.079499,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.05398371481723526,0.14956969749126245,0.6447536051998696,0.20355341230849772,,COMPLETE
416,0.11413862087209384,2026-05-10 16:27:07.954626,2026-05-10 16:27:32.911184,0 days 00:00:24.956558,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
417,-0.377258983227955,2026-05-10 16:27:32.935407,2026-05-10 16:28:49.061713,0 days 00:01:16.126306,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.3,0.12,12,0.5,10,0.65,-0.03122362634120043,0.12111344092618107,0.6920707137735091,0.1523370672673815,,COMPLETE
418,0.23859684459966576,2026-05-10 16:28:49.085363,2026-05-10 16:29:32.353065,0 days 00:00:43.267702,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
419,-0.145266746645494,2026-05-10 16:29:32.375298,2026-05-10 16:30:34.500893,0 days 00:01:02.125595,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
420,0.07832718481803372,2026-05-10 16:30:34.523145,2026-05-10 16:34:09.798591,0 days 00:03:35.275446,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,5,0.65,,,,,,PRUNED
421,-0.346336822181109,2026-05-10 16:34:09.824979,2026-05-10 16:35:24.538679,0 days 00:01:14.713700,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
422,-0.3566861573350583,2026-05-10 16:35:24.563581,2026-05-10 16:36:45.218018,0 days 00:01:20.654437,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.45,0.08,12,0.5,10,0.65,-0.018621510954896454,0.14732895743753333,0.6761292927603237,0.16595046839242977,,COMPLETE
423,0.2690555670616336,2026-05-10 16:36:45.238519,2026-05-10 16:37:29.213304,0 days 00:00:43.974785,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
424,-0.36787006379786374,2026-05-10 16:37:29.235369,2026-05-10 16:38:43.125097,0 days 00:01:13.889728,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,-0.027367337143880257,0.12654701725166814,0.681005453307967,0.1539143543955484,,COMPLETE
425,0.04891743758550379,2026-05-10 16:38:43.166271,2026-05-10 16:39:26.631432,0 days 00:00:43.465161,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
426,-0.13784506782235117,2026-05-10 16:39:26.654961,2026-05-10 16:40:09.796666,0 days 00:00:43.141705,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
427,0.17224283271545418,2026-05-10 16:40:09.819249,2026-05-10 16:41:02.260060,0 days 00:00:52.440811,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
428,-9999.0,2026-05-10 16:41:02.280881,2026-05-10 16:41:02.646234,0 days 00:00:00.365353,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.25 / 0.7 / 0.7,COMPLETE
429,-0.3566861573350583,2026-05-10 16:41:02.670760,2026-05-10 16:42:23.646740,0 days 00:01:20.975980,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.018621510954896454,0.14732895743753333,0.6761292927603237,0.16595046839242977,,COMPLETE
430,0.2501276057481162,2026-05-10 16:42:23.670268,2026-05-10 16:43:07.561656,0 days 00:00:43.891388,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
431,0.2566517728757442,2026-05-10 16:43:07.585234,2026-05-10 16:43:50.877830,0 days 00:00:43.292596,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
432,-0.45521148694443203,2026-05-10 16:43:50.900157,2026-05-10 16:44:34.326786,0 days 00:00:43.426629,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.8,,,,,,PRUNED
433,-0.346336822181109,2026-05-10 16:44:34.352043,2026-05-10 16:45:50.453614,0 days 00:01:16.101571,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
434,-0.36950129310944024,2026-05-10 16:45:50.477570,2026-05-10 16:47:05.570358,0 days 00:01:15.092788,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,-0.022238277194788054,0.16768886412260414,0.6945260318293044,0.1899271413173922,,COMPLETE
435,-0.346336822181109,2026-05-10 16:47:05.606840,2026-05-10 16:48:21.341871,0 days 00:01:15.735031,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
436,0.19319232013073032,2026-05-10 16:48:21.363659,2026-05-10 16:49:08.119849,0 days 00:00:46.756190,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,8,0.6,10,0.65,,,,,,PRUNED
437,0.1956449169027641,2026-05-10 16:49:08.140172,2026-05-10 16:49:51.557578,0 days 00:00:43.417406,0,NORMAL,0.45,SAME,0.9,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,,,,,,PRUNED
438,-9999.0,2026-05-10 16:49:51.579174,2026-05-10 16:49:51.910078,0 days 00:00:00.330904,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.7,20,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
439,0.05612362135029467,2026-05-10 16:49:51.934482,2026-05-10 16:50:25.139016,0 days 00:00:33.204534,0,NO_NET_ADD,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
440,0.0713197998027836,2026-05-10 16:50:25.162103,2026-05-10 16:53:01.099739,0 days 00:02:35.937636,0,NORMAL,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
441,-0.05160940705629205,2026-05-10 16:53:01.121743,2026-05-10 16:53:48.829266,0 days 00:00:47.707523,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
442,-0.346336822181109,2026-05-10 16:53:48.880360,2026-05-10 16:53:49.524710,0 days 00:00:00.644350,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
443,0.10179046026723301,2026-05-10 16:53:49.549665,2026-05-10 16:55:54.187418,0 days 00:02:04.637753,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
444,-0.346336822181109,2026-05-10 16:55:54.208789,2026-05-10 16:55:54.749685,0 days 00:00:00.540896,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
445,0.18724566548600532,2026-05-10 16:55:54.773976,2026-05-10 16:57:01.255133,0 days 00:01:06.481157,2,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
446,-0.346336822181109,2026-05-10 16:57:01.280719,2026-05-10 16:57:01.781770,0 days 00:00:00.501051,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
447,0.10828022293918653,2026-05-10 16:57:01.806443,2026-05-10 16:57:35.519980,0 days 00:00:33.713537,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
448,0.100924041584174,2026-05-10 16:57:35.545987,2026-05-10 16:58:06.984704,0 days 00:00:31.438717,0,NORMAL,0.45,ETF_DEFENSIVE,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
449,-0.015862047012407177,2026-05-10 16:58:07.008379,2026-05-10 16:58:50.968499,0 days 00:00:43.960120,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.5,,,,,,PRUNED
450,0.16370853821731257,2026-05-10 16:58:51.004073,2026-05-10 16:59:43.815665,0 days 00:00:52.811592,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
451,-0.13977898355557106,2026-05-10 16:59:43.841438,2026-05-10 17:00:51.049458,0 days 00:01:07.208020,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.8,,,,,,PRUNED
452,0.2545933659896956,2026-05-10 17:00:51.073518,2026-05-10 17:01:40.239240,0 days 00:00:49.165722,0,CAP_LAYER,0.45,SAME,0.8,4,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
453,-0.08095748860220792,2026-05-10 17:01:40.263834,2026-05-10 17:02:10.033347,0 days 00:00:29.769513,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.5,20,0.65,,,,,,PRUNED
454,0.14469436145223943,2026-05-10 17:02:10.056748,2026-05-10 17:03:15.776601,0 days 00:01:05.719853,0,CAP_LAYER,0.35,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
455,0.13100420922073613,2026-05-10 17:03:15.800377,2026-05-10 17:03:50.112813,0 days 00:00:34.312436,2,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.5,,,,,,PRUNED
456,0.23309424752674335,2026-05-10 17:03:50.146830,2026-05-10 17:04:34.409026,0 days 00:00:44.262196,2,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.6,0.08,12,0.5,10,0.65,,,,,,PRUNED
457,0.029641132032484502,2026-05-10 17:04:34.433727,2026-05-10 17:05:09.798117,0 days 00:00:35.364390,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,20,0.65,,,,,,PRUNED
458,0.1805866076893131,2026-05-10 17:05:09.819903,2026-05-10 17:06:01.477508,0 days 00:00:51.657605,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
459,0.05922814313462346,2026-05-10 17:06:01.513522,2026-05-10 17:07:09.628682,0 days 00:01:08.115160,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.12,15,0.5,10,0.65,,,,,,PRUNED
460,-9999.0,2026-05-10 17:07:09.652592,2026-05-10 17:07:09.958945,0 days 00:00:00.306353,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,15,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.25 / 0.7 / 0.7,COMPLETE
461,-0.346336822181109,2026-05-10 17:07:09.983505,2026-05-10 17:07:10.550675,0 days 00:00:00.567170,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
462,0.08036961119745578,2026-05-10 17:07:10.589188,2026-05-10 17:10:54.302319,0 days 00:03:43.713131,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.6,0.08,12,0.5,5,0.65,,,,,,PRUNED
463,-9999.0,2026-05-10 17:10:54.343206,2026-05-10 17:10:54.686658,0 days 00:00:00.343452,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
464,0.23859684459966576,2026-05-10 17:10:54.711135,2026-05-10 17:11:47.739824,0 days 00:00:53.028689,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
465,0.16990382095809892,2026-05-10 17:11:47.764521,2026-05-10 17:12:41.396035,0 days 00:00:53.631514,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.16,8,0.5,10,0.5,,,,,,PRUNED
466,-0.15611146609012955,2026-05-10 17:12:41.420046,2026-05-10 17:14:24.520066,0 days 00:01:43.100020,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,5,0.8,,,,,,PRUNED
467,0.014271968007818853,2026-05-10 17:14:24.538717,2026-05-10 17:15:07.922623,0 days 00:00:43.383906,0,NO_NET_ADD,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
468,-0.019517499822901407,2026-05-10 17:15:07.948965,2026-05-10 17:15:57.904423,0 days 00:00:49.955458,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
469,0.13742608152706445,2026-05-10 17:15:57.935327,2026-05-10 17:17:00.286002,0 days 00:01:02.350675,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.5,10,0.5,,,,,,PRUNED
470,-0.3932938944734744,2026-05-10 17:17:00.309744,2026-05-10 17:19:30.210724,0 days 00:02:29.900980,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.12,12,0.5,10,0.65,-0.056819282293359356,0.13459375293586498,0.6729492243602301,0.19141303522922434,,COMPLETE
471,-0.16064017834091276,2026-05-10 17:19:30.233957,2026-05-10 17:20:32.510153,0 days 00:01:02.276196,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
472,-0.09809554530912293,2026-05-10 17:20:32.534162,2026-05-10 17:21:24.203849,0 days 00:00:51.669687,0,CAP_LAYER,0.45,SAME,0.9,4,0.05,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
473,-0.23968112146156959,2026-05-10 17:21:24.225672,2026-05-10 17:21:59.531527,0 days 00:00:35.305855,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.8,,,,,,PRUNED
474,-0.3811141739482212,2026-05-10 17:21:59.558033,2026-05-10 17:23:15.774665,0 days 00:01:16.216632,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.16,12,0.6,10,0.65,-0.0206020329523956,0.1457628684235946,0.7210242819916513,0.1663649013759902,,COMPLETE
475,0.257161384156647,2026-05-10 17:23:15.797539,2026-05-10 17:23:58.540972,0 days 00:00:42.743433,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.3,0.08,12,0.5,10,0.65,,,,,,PRUNED
476,-0.11118059133882563,2026-05-10 17:23:58.566005,2026-05-10 17:24:45.732939,0 days 00:00:47.166934,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,0.6,10,0.8,,,,,,PRUNED
477,-0.06366036098466166,2026-05-10 17:24:45.755464,2026-05-10 17:25:36.470191,0 days 00:00:50.714727,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,5,0.6,10,0.65,,,,,,PRUNED
478,0.13238045791591324,2026-05-10 17:25:36.492396,2026-05-10 17:26:10.381584,0 days 00:00:33.889188,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.8,2,0.05,0.01,0.45,0.08,12,0.6,10,0.65,,,,,,PRUNED
479,0.06572266582924974,2026-05-10 17:26:10.406129,2026-05-10 17:27:18.844317,0 days 00:01:08.438188,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
480,-0.37636051741717,2026-05-10 17:27:18.866123,2026-05-10 17:29:53.032396,0 days 00:02:34.166273,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.3,0.08,12,0.5,10,0.65,-0.05398371481723526,0.14956969749126245,0.6447536051998696,0.20355341230849772,,COMPLETE
481,0.10769779891179096,2026-05-10 17:29:53.054022,2026-05-10 17:30:40.172008,0 days 00:00:47.117986,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.12,10,0.5,10,0.65,,,,,,PRUNED
482,0.2197516419135158,2026-05-10 17:30:40.191497,2026-05-10 17:31:23.332156,0 days 00:00:43.140659,2,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
483,0.2501276057481162,2026-05-10 17:31:23.352713,2026-05-10 17:32:07.178169,0 days 00:00:43.825456,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
484,-0.36787006379786374,2026-05-10 17:32:07.200019,2026-05-10 17:33:22.857092,0 days 00:01:15.657073,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.16,12,0.5,10,0.65,-0.027367337143880257,0.12654701725166814,0.681005453307967,0.1539143543955484,,COMPLETE
485,-0.009809296015419994,2026-05-10 17:33:22.881333,2026-05-10 17:33:57.996125,0 days 00:00:35.114792,0,NO_NET_ADD,0.45,SAME,0.7,4,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
