number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_MIN_ANCHORS_IN_POOL,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_UNIVERSE_MODE,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
355,0.134140757520118,2026-05-14 05:44:09.816552,2026-05-14 05:45:47.264670,0 days 00:01:37.448118,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
356,-0.39548993090914475,2026-05-14 05:45:47.307936,2026-05-14 05:45:53.880984,0 days 00:00:06.573048,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,20,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
357,-0.46090826143023556,2026-05-14 05:45:53.907327,2026-05-14 05:49:51.133079,0 days 00:03:57.225752,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.12,5,2,0.5,5,WIDE_V2,0.5,-0.09167061827024216,0.05027721073604553,0.7384752863199868,0.1419478290062877,,COMPLETE
358,0.13126880525634274,2026-05-14 05:49:51.158961,2026-05-14 05:51:09.090752,0 days 00:01:17.931791,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
359,0.1455602320444063,2026-05-14 05:51:09.115081,2026-05-14 05:52:29.916080,0 days 00:01:20.800999,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
360,0.23170155536627618,2026-05-14 05:52:29.941020,2026-05-14 05:53:43.671372,0 days 00:01:13.730352,0,CAP_LAYER,0.45,SAME,0.8,4,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
361,-0.507046717391758,2026-05-14 05:53:43.699431,2026-05-14 05:56:16.523553,0 days 00:02:32.824122,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.11553796387236534,0.06851263702844093,0.7830175070387853,0.18405060090080627,,COMPLETE
362,0.1933452033978174,2026-05-14 05:56:16.550443,2026-05-14 05:57:47.177036,0 days 00:01:30.626593,0,NORMAL,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
363,0.25749048550607434,2026-05-14 05:57:47.206353,2026-05-14 05:59:10.167264,0 days 00:01:22.960911,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.65,,,,,,PRUNED
364,0.11089028314535443,2026-05-14 05:59:10.192143,2026-05-14 06:00:41.356082,0 days 00:01:31.163939,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,8,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
365,-9999.0,2026-05-14 06:00:41.381292,2026-05-14 06:00:41.776554,0 days 00:00:00.395262,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,10,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
366,0.18964344514421216,2026-05-14 06:00:41.805028,2026-05-14 06:01:34.596218,0 days 00:00:52.791190,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.5,10,WIDE_V2,0.65,,,,,,PRUNED
367,0.23301221659087937,2026-05-14 06:01:34.624603,2026-05-14 06:02:54.935468,0 days 00:01:20.310865,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
368,-0.07893441250627342,2026-05-14 06:02:54.962719,2026-05-14 06:03:34.116830,0 days 00:00:39.154111,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.65,,,,,,PRUNED
369,-0.5168523143276755,2026-05-14 06:03:34.140415,2026-05-14 06:03:56.839483,0 days 00:00:22.699068,0,CAP_LAYER,0.35,SAME,0.9,2,0.05,0.02,0.6,0.08,8,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
370,0.23638446885929174,2026-05-14 06:03:56.870797,2026-05-14 06:05:14.453265,0 days 00:01:17.582468,1,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
371,0.21125668931299155,2026-05-14 06:05:14.479064,2026-05-14 06:06:29.066668,0 days 00:01:14.587604,1,CAP_LAYER,0.45,SAME,0.7,4,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
372,0.1474806388747804,2026-05-14 06:06:29.091796,2026-05-14 06:07:10.714676,0 days 00:00:41.622880,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.6,10,WIDE_V2,0.5,,,,,,PRUNED
373,-0.14323996761888644,2026-05-14 06:07:10.739824,2026-05-14 06:07:27.767656,0 days 00:00:17.027832,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
374,0.1548889537537962,2026-05-14 06:07:27.791480,2026-05-14 06:08:50.154044,0 days 00:01:22.362564,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
375,0.002213150564736005,2026-05-14 06:08:50.178126,2026-05-14 06:09:14.774909,0 days 00:00:24.596783,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
376,-0.3625661845898867,2026-05-14 06:09:14.799741,2026-05-14 06:09:19.993156,0 days 00:00:05.193415,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.65,,,,,,PRUNED
377,-0.033172307561787906,2026-05-14 06:09:20.018759,2026-05-14 06:09:43.952853,0 days 00:00:23.934094,1,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
378,-0.47595475738264054,2026-05-14 06:09:43.981509,2026-05-14 06:13:41.910635,0 days 00:03:57.929126,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.1110705122835111,0.055956804431560134,0.7297684901982588,0.16702731671507123,,COMPLETE
379,0.23677312830160582,2026-05-14 06:13:41.941738,2026-05-14 06:15:03.714289,0 days 00:01:21.772551,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
380,0.04245116733450755,2026-05-14 06:15:03.741410,2026-05-14 06:15:57.275335,0 days 00:00:53.533925,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.9,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
381,-0.48091547363009046,2026-05-14 06:15:57.302262,2026-05-14 06:18:12.826696,0 days 00:02:15.524434,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.11151994778848051,0.05362314807691937,0.7387910516832199,0.16514309586539988,,COMPLETE
382,0.1428344553177786,2026-05-14 06:18:12.851877,2026-05-14 06:18:52.330171,0 days 00:00:39.478294,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.16,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
383,0.211838367894368,2026-05-14 06:18:52.361723,2026-05-14 06:20:08.326504,0 days 00:01:15.964781,0,NORMAL,0.45,SAME,0.7,4,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
384,0.06357623750835495,2026-05-14 06:20:08.350932,2026-05-14 06:20:53.976402,0 days 00:00:45.625470,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,5,2,0.5,10,WIDE_V2,0.65,,,,,,PRUNED
385,0.1912170623421301,2026-05-14 06:20:54.000970,2026-05-14 06:22:17.884870,0 days 00:01:23.883900,0,CAP_LAYER,0.25,SAME,0.7,3,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
386,0.20990568196487575,2026-05-14 06:22:17.908055,2026-05-14 06:23:45.457650,0 days 00:01:27.549595,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,8,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
387,0.2432016038088997,2026-05-14 06:23:45.483683,2026-05-14 06:25:02.313289,0 days 00:01:16.829606,1,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
388,0.1757988137476315,2026-05-14 06:25:02.338708,2026-05-14 06:25:48.997154,0 days 00:00:46.658446,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,8,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
389,-0.4349734231443414,2026-05-14 06:25:49.022489,2026-05-14 06:29:47.715772,0 days 00:03:58.693283,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.08582980673022643,0.12597310778106974,0.6982872328282299,0.21180291451129618,,COMPLETE
390,0.10398442452913464,2026-05-14 06:29:47.740958,2026-05-14 06:30:29.095347,0 days 00:00:41.354389,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,10,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
391,0.22697331605230964,2026-05-14 06:30:29.126907,2026-05-14 06:31:48.421880,0 days 00:01:19.294973,1,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
392,0.23637162659597621,2026-05-14 06:31:48.448528,2026-05-14 06:33:03.183564,0 days 00:01:14.735036,1,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
393,-0.5961191184496978,2026-05-14 06:33:03.209829,2026-05-14 06:35:32.413710,0 days 00:02:29.203881,0,NO_NET_ADD,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.2220723212956654,0.025713621096095058,0.7480935943080648,0.24778594239176047,,COMPLETE
394,0.23301221659087937,2026-05-14 06:35:32.441119,2026-05-14 06:36:49.441014,0 days 00:01:16.999895,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
395,0.017726249168612332,2026-05-14 06:36:49.466867,2026-05-14 06:37:45.600398,0 days 00:00:56.133531,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.03,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
396,0.24929021699652526,2026-05-14 06:37:45.623967,2026-05-14 06:39:00.274933,0 days 00:01:14.650966,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.3,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
397,0.23301221659087937,2026-05-14 06:39:00.298490,2026-05-14 06:40:16.219624,0 days 00:01:15.921134,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
398,0.2480339546150649,2026-05-14 06:40:16.243441,2026-05-14 06:41:30.717005,0 days 00:01:14.473564,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
399,0.22366282151818728,2026-05-14 06:41:30.743061,2026-05-14 06:42:53.125520,0 days 00:01:22.382459,0,CAP_LAYER,0.45,SAME,0.9,3,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
400,0.11911928302962041,2026-05-14 06:42:53.150142,2026-05-14 06:44:22.978417,0 days 00:01:29.828275,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,10,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
401,0.17770651604119525,2026-05-14 06:44:23.004787,2026-05-14 06:45:37.562776,0 days 00:01:14.557989,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
402,-9999.0,2026-05-14 06:45:37.586697,2026-05-14 06:45:37.977603,0 days 00:00:00.390906,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
403,-0.45146440705031016,2026-05-14 06:45:38.003117,2026-05-14 06:47:52.603135,0 days 00:02:14.600018,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,5,1,0.5,5,WIDE_V2,0.5,-0.08617059133899664,0.07241381636944513,0.7305876314226271,0.1585844077084418,,COMPLETE
404,-0.45380887175716494,2026-05-14 06:47:52.628495,2026-05-14 06:50:11.181140,0 days 00:02:18.552645,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.09043541636360304,0.06726862257461694,0.7267469107871238,0.15770403893822,,COMPLETE
405,0.243571435401933,2026-05-14 06:50:11.209623,2026-05-14 06:51:28.547205,0 days 00:01:17.337582,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
406,-0.021532909315092164,2026-05-14 06:51:28.570694,2026-05-14 06:51:51.897024,0 days 00:00:23.326330,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.6,20,WIDE_V2,0.5,,,,,,PRUNED
407,-0.014537143847364514,2026-05-14 06:51:51.922273,2026-05-14 06:52:15.353653,0 days 00:00:23.431380,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
408,-0.4085131538160618,2026-05-14 06:52:15.474358,2026-05-14 06:54:32.611219,0 days 00:02:17.136861,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.65,-0.0670033707070102,0.03618060222819482,0.6830195662181031,0.10318397293520504,,COMPLETE
409,-0.433789709235171,2026-05-14 06:54:32.635215,2026-05-14 06:54:41.876103,0 days 00:00:09.240888,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,10,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
410,0.17640449899742852,2026-05-14 06:54:41.901405,2026-05-14 06:56:05.426788,0 days 00:01:23.525383,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
411,0.1755048017876987,2026-05-14 06:56:05.454155,2026-05-14 06:56:46.551225,0 days 00:00:41.097070,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
412,-0.5537975381466925,2026-05-14 06:56:46.576718,2026-05-14 06:56:51.800076,0 days 00:00:05.223358,1,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
413,0.25099239456903844,2026-05-14 06:56:51.824492,2026-05-14 06:58:08.933013,0 days 00:01:17.108521,1,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
414,-9999.0,2026-05-14 06:58:08.960490,2026-05-14 06:58:09.321198,0 days 00:00:00.360708,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
415,0.20015935327542334,2026-05-14 06:58:09.347139,2026-05-14 06:59:23.891447,0 days 00:01:14.544308,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
416,0.2480339546150649,2026-05-14 06:59:23.916121,2026-05-14 07:00:40.802714,0 days 00:01:16.886593,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.3,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
417,0.08459917202316417,2026-05-14 07:00:40.827965,2026-05-14 07:01:55.252056,0 days 00:01:14.424091,0,NO_NET_ADD,0.45,SAME,0.8,2,0.05,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
418,-0.018993172965195926,2026-05-14 07:01:55.275549,2026-05-14 07:02:22.031143,0 days 00:00:26.755594,0,CAP_LAYER,0.25,SAME,0.9,2,0.03,0.01,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
419,0.13788761010267137,2026-05-14 07:02:22.058010,2026-05-14 07:03:39.132159,0 days 00:01:17.074149,0,CAP_LAYER,0.45,SAME,0.9,4,0.03,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
420,0.09174396098333962,2026-05-14 07:03:39.156365,2026-05-14 07:04:54.027795,0 days 00:01:14.871430,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
421,0.06299794666550018,2026-05-14 07:04:54.053400,2026-05-14 07:05:49.077709,0 days 00:00:55.024309,0,NO_NET_ADD,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
422,-9999.0,2026-05-14 07:05:49.105036,2026-05-14 07:05:49.465946,0 days 00:00:00.360910,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
423,0.22383628698321686,2026-05-14 07:05:49.490526,2026-05-14 07:07:20.134823,0 days 00:01:30.644297,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,8,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
424,-0.38676502638937227,2026-05-14 07:07:20.155813,2026-05-14 07:07:30.454101,0 days 00:00:10.298288,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.16,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
425,-0.5521156562426961,2026-05-14 07:07:30.480926,2026-05-14 07:11:30.732658,0 days 00:04:00.251732,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.8,-0.13755029048659256,0.07963996822260598,0.8291307315122072,0.21719025870919856,,COMPLETE
426,-0.4589576217573321,2026-05-14 07:11:30.757702,2026-05-14 07:13:54.236679,0 days 00:02:23.478977,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.09670448925375677,0.06655963806978193,0.7245062650071507,0.1632641273235387,,COMPLETE
427,0.19983077842948196,2026-05-14 07:13:54.264882,2026-05-14 07:15:22.436449,0 days 00:01:28.171567,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
428,0.21853335838851679,2026-05-14 07:15:22.458767,2026-05-14 07:16:44.940080,0 days 00:01:22.481313,0,NO_NET_ADD,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
429,-0.3574296867331643,2026-05-14 07:16:44.963372,2026-05-14 07:16:56.332589,0 days 00:00:11.369217,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
430,0.23677312830160582,2026-05-14 07:16:56.358043,2026-05-14 07:18:12.579535,0 days 00:01:16.221492,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
431,0.23799538709797766,2026-05-14 07:18:12.604523,2026-05-14 07:19:43.219893,0 days 00:01:30.615370,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
432,0.05294271870518257,2026-05-14 07:19:43.243773,2026-05-14 07:20:37.740763,0 days 00:00:54.496990,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
433,-0.45646097885391756,2026-05-14 07:20:37.764702,2026-05-14 07:20:59.147116,0 days 00:00:21.382414,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,8,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
434,0.21995503290893276,2026-05-14 07:20:59.173525,2026-05-14 07:22:12.882631,0 days 00:01:13.709106,0,CAP_LAYER,0.45,SAME,0.9,4,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
435,-0.03571429631120299,2026-05-14 07:22:12.934245,2026-05-14 07:22:43.346735,0 days 00:00:30.412490,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.45,0.08,5,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
436,0.1293369190724471,2026-05-14 07:22:43.369548,2026-05-14 07:24:04.377745,0 days 00:01:21.008197,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
437,0.2249522372847977,2026-05-14 07:24:04.402529,2026-05-14 07:25:20.297752,0 days 00:01:15.895223,0,NORMAL,0.45,SAME,0.8,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
438,0.1365594355518567,2026-05-14 07:25:20.318438,2026-05-14 07:26:58.009056,0 days 00:01:37.690618,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
439,-0.020511554692157957,2026-05-14 07:26:58.034103,2026-05-14 07:28:17.491335,0 days 00:01:19.457232,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
440,0.1764323733707165,2026-05-14 07:28:17.525681,2026-05-14 07:29:34.455545,0 days 00:01:16.929864,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
441,-0.006295282391590662,2026-05-14 07:29:34.478800,2026-05-14 07:30:35.689342,0 days 00:01:01.210542,0,CAP_LAYER,0.25,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
442,0.23260337864165503,2026-05-14 07:30:35.715813,2026-05-14 07:31:48.278880,0 days 00:01:12.563067,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
443,-9999.0,2026-05-14 07:31:48.301883,2026-05-14 07:31:48.612442,0 days 00:00:00.310559,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.7,20,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
444,-0.20592412420726164,2026-05-14 07:31:48.635246,2026-05-14 07:33:23.379389,0 days 00:01:34.744143,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
445,-9999.0,2026-05-14 07:33:23.405705,2026-05-14 07:33:23.760152,0 days 00:00:00.354447,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
446,-0.010465234969202625,2026-05-14 07:33:23.785600,2026-05-14 07:33:50.595655,0 days 00:00:26.810055,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
447,-0.5468546076554588,2026-05-14 07:33:50.620145,2026-05-14 07:37:52.598715,0 days 00:04:01.978570,0,CAP_LAYER,0.45,SAME,0.8,2,0.03,0.02,0.6,0.08,6,2,0.7,5,WIDE_V2,0.5,-0.13954699801088738,0.08973837002604755,0.8146152192891427,0.22928536803693494,,COMPLETE
448,0.2525461417764632,2026-05-14 07:37:52.623684,2026-05-14 07:39:08.820183,0 days 00:01:16.196499,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,1,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
449,0.2341731248582664,2026-05-14 07:39:08.845563,2026-05-14 07:40:24.554400,0 days 00:01:15.708837,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
450,0.1936964335364457,2026-05-14 07:40:24.579627,2026-05-14 07:41:38.503328,0 days 00:01:13.923701,0,CAP_LAYER,0.35,SAME,0.7,4,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
451,-0.4784740465077116,2026-05-14 07:41:38.529091,2026-05-14 07:44:06.361899,0 days 00:02:27.832808,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.16,5,2,0.5,5,WIDE_V2,0.5,-0.11141872585664991,-0.01650664156328378,0.7341106413021233,0.09491208429336613,,COMPLETE
452,0.1433211901973205,2026-05-14 07:44:06.387243,2026-05-14 07:45:41.331891,0 days 00:01:34.944648,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
